,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,HasBsmt,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
814,1220,0,0,2,1Fam,492.0,121.0,0.0,1.0,1012.0,Y,PosN,Norm,SBrkr,249,TA,TA,HdBoard,HdBoard,1,CBlock,2,Typ,944.0,2.0,7.106606137727303,0,1,GasA,TA,1Story,2275,1,TA,Lvl,Gtl,13001,Inside,IR1,0,20,RL,0,9,NWAmes,0,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.393263094763838,AllPub,0,1971,1971,2007
815,1324,0,0,3,1Fam,624.0,604.0,0.0,1.0,0.0,Y,PosN,Norm,SBrkr,0,TA,TA,Plywood,Plywood,1,CBlock,2,Typ,585.0,2.0,7.188412736496954,0,1,GasA,TA,SLvl,2276,1,Gd,Lvl,Gtl,8991,CulDSac,IR1,0,80,RL,0,2,NWAmes,36,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,7.113142108707088,AllPub,407,1976,1976,2007
816,1084,793,0,4,1Fam,931.0,153.0,1.0,0.0,0.0,Y,PosN,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,1,CBlock,2,Typ,488.0,2.0,7.537430036586509,1,1,GasA,TA,2Story,2277,1,TA,Lvl,Gtl,8000,Inside,Reg,0,60,RL,0,11,NWAmes,96,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.988413181999592,AllPub,0,1974,1974,2007
817,1422,0,0,3,1Fam,566.0,0.0,1.0,0.0,359.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,0,CBlock,1,Min2,576.0,2.0,7.259819610363186,0,1,GasA,TA,1Story,2278,1,TA,Lvl,Gtl,9457,Inside,Reg,0,20,RL,0,9,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.829793737512425,AllPub,252,1970,1990,2007
818,914,0,0,3,1Fam,81.0,619.0,0.0,0.0,214.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,368.0,1.0,6.81783057145415,0,1,GasA,Ex,1Story,2279,1,Ex,Lvl,Gtl,7920,Inside,Reg,0,20,RL,0,10,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.81783057145415,AllPub,120,1970,2002,2007
819,914,0,0,2,1Fam,314.0,0.0,0.0,0.0,600.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,0,BrkTil,1,Typ,270.0,1.0,6.81783057145415,0,1,GasA,Ex,1Story,2280,1,TA,Lvl,Gtl,17199,FR2,Reg,0,20,RL,0,7,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.81783057145415,AllPub,140,1961,1961,2007
820,1337,0,0,2,TwnhsE,0.0,0.0,0.0,0.0,1337.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,1,PConc,2,Typ,511.0,2.0,7.198183577101943,0,1,GasA,Ex,1Story,2281,1,Gd,Lvl,Gtl,4113,Inside,IR1,0,120,RH,0,7,NAmes,68,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,7.198183577101943,AllPub,136,2001,2001,2007
821,1337,0,0,2,TwnhsE,930.0,0.0,1.0,0.0,475.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,1,PConc,2,Typ,522.0,2.0,7.198183577101943,0,1,GasA,Ex,1Story,2282,1,Gd,Lvl,Gtl,10943,FR2,IR2,0,120,RH,0,10,NAmes,68,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,7.247792581767846,AllPub,0,1997,1998,2007
822,525,567,0,3,Twnhs,312.0,0.0,0.0,0.0,213.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,264.0,1.0,6.9957661563048505,1,1,GasA,TA,2Story,2283,1,TA,Lvl,Gtl,2205,Inside,Reg,0,160,RM,0,2,BrDale,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.263398262591624,AllPub,144,1973,1973,2007
823,672,546,0,4,Twnhs,0.0,0.0,0.0,0.0,672.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,264.0,1.0,7.1049654482698426,1,1,GasA,Ex,2Story,2284,1,Ex,Lvl,Gtl,2058,Inside,Reg,0,160,RM,0,12,BrDale,28,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.51025834052315,AllPub,0,1973,1973,2007
824,1055,0,0,2,Twnhs,632.0,6.0,0.0,0.0,423.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,0,CBlock,2,Typ,319.0,1.0,6.961296045910167,0,1,GasA,TA,1Story,2285,1,TA,Lvl,Gtl,2304,Inside,Reg,0,120,RL,0,4,NPkVill,32,7,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.966967138613983,AllPub,108,1978,1978,2007
825,988,0,0,3,1Fam,725.0,0.0,1.0,0.0,263.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,360.0,1.0,6.895682697747868,0,1,GasA,TA,1Story,2286,1,TA,Lvl,Gtl,7150,Inside,Reg,0,20,RL,0,11,NAmes,0,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,6.895682697747868,AllPub,0,1966,1966,2007
826,1816,0,0,3,1Fam,1151.0,0.0,1.0,0.0,639.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,1,PConc,2,Typ,730.0,3.0,7.504391559161238,0,1,GasA,Ex,1Story,2287,1,Ex,Lvl,Gtl,12469,FR2,Reg,0,20,RL,0,8,NridgHt,36,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,7,7.489970898834801,AllPub,186,2006,2007,2007
827,1694,0,0,3,1Fam,0.0,0.0,0.0,0.0,1694.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,1,PConc,2,Typ,856.0,3.0,7.434847875211999,0,1,GasA,Ex,1Story,2288,1,Gd,Lvl,Gtl,11825,Inside,Reg,0,20,RL,0,6,NridgHt,112,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,7.434847875211999,AllPub,0,2006,2007,2007
828,2122,0,0,2,1Fam,1518.0,0.0,1.0,0.0,590.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,938.0,3.0,7.660114319173928,1,1,GasA,Ex,1Story,2289,1,Gd,Lvl,Gtl,14333,Corner,Reg,0,20,RL,0,11,NridgHt,142,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,7.653494909661253,AllPub,130,2007,2007,2007
829,1943,713,0,3,1Fam,1304.0,0.0,1.0,0.0,630.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,1,PConc,2,Typ,1040.0,3.0,7.884576510596324,1,1,GasA,Ex,2Story,2290,1,Ex,Lvl,Gtl,13641,Inside,Reg,0,60,RL,0,12,NridgHt,58,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,8,7.56734567601324,AllPub,268,2007,2007,2007
830,1148,1402,0,4,1Fam,0.0,0.0,0.0,0.0,1108.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,670.0,3.0,7.843848638152472,1,1,GasA,Ex,2Story,2291,1,Ex,Lvl,Gtl,13440,Inside,Reg,0,60,RL,0,3,NridgHt,39,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,11,7.010311867307229,AllPub,120,2006,2007,2007
831,2046,0,0,2,1Fam,1430.0,0.0,1.0,0.0,564.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,2,PConc,2,Typ,878.0,3.0,7.6236419465115715,1,1,GasA,Ex,1Story,2292,1,Ex,Lvl,Gtl,15431,Inside,Reg,0,20,RL,0,8,NridgHt,65,5,10,Y,0,CompShg,Hip,Normal,WD,175,Pave,7,7.597897950521784,AllPub,188,2005,2006,2007
832,2552,0,0,3,1Fam,1812.0,0.0,1.0,0.0,740.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,2,PConc,2,Typ,932.0,3.0,7.844632644464681,0,1,GasA,Ex,1Story,2293,1,Ex,Lvl,Gtl,13891,Inside,Reg,0,20,RL,0,10,NridgHt,28,5,9,Y,0,CompShg,Hip,Partial,New,0,Pave,8,7.844632644464681,AllPub,130,2007,2007,2007
833,1722,1036,0,4,1Fam,0.0,0.0,0.0,0.0,1704.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,1,PConc,2,Typ,814.0,3.0,7.922261058353247,1,1,GasA,Ex,2Story,2294,1,Ex,Lvl,Gtl,13654,CulDSac,IR1,0,60,RL,0,5,NridgHt,55,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,7.440733707389261,AllPub,282,2005,2006,2007
834,2290,0,0,2,1Fam,1684.0,0.0,2.0,0.0,636.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,1,PConc,2,Typ,1174.0,3.0,7.736307096548285,1,1,GasA,Ex,1Story,2295,1,Ex,Lvl,Gtl,17169,CulDSac,IR2,0,20,RL,0,8,NridgHt,30,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,7,7.749322464660356,AllPub,192,2007,2007,2007
835,1582,570,0,3,1Fam,0.0,0.0,0.0,0.0,1582.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,728.0,2.0,7.674152921281675,1,1,GasA,Ex,2Story,2296,1,Gd,Lvl,Gtl,16659,Corner,IR1,0,60,RL,0,6,NridgHt,368,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,7.366445148327599,AllPub,0,2007,2008,2007
836,958,1142,0,3,1Fam,778.0,0.0,1.0,0.0,140.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,2,PConc,2,Typ,786.0,3.0,7.649692623711514,1,1,GasA,Ex,2Story,2297,1,Ex,Lvl,Gtl,9709,Inside,IR1,0,60,RL,0,9,NridgHt,104,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,8,6.822197390620491,AllPub,172,2007,2007,2007
837,1802,0,0,3,1Fam,0.0,0.0,0.0,0.0,1802.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,1,PConc,2,Typ,843.0,3.0,7.496652438168283,1,1,GasA,Ex,1Story,2298,1,Ex,HLS,Mod,13615,Corner,IR1,0,20,RL,0,6,NridgHt,105,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,7.496652438168283,AllPub,158,2006,2006,2007
838,1718,1238,0,5,1Fam,0.0,0.0,0.0,0.0,1706.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,916.0,3.0,7.991592282068092,1,1,GasA,Ex,2Story,2299,1,Ex,Lvl,Gtl,13069,Inside,IR1,0,60,RL,0,8,NridgHt,50,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,11,7.441906728051625,AllPub,194,2004,2004,2007
839,1217,1168,0,3,1Fam,938.0,0.0,1.0,0.0,379.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,818.0,3.0,7.776954403322442,1,1,GasA,Ex,2Story,2300,1,Gd,Lvl,Gtl,14277,Inside,Reg,0,60,RL,0,1,NridgHt,228,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.183111701743281,AllPub,192,2003,2003,2007
840,895,923,0,3,1Fam,669.0,0.0,1.0,0.0,226.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,774.0,3.0,7.505492274737424,1,1,GasA,Ex,2Story,2301,1,Ex,Lvl,Gtl,12568,Inside,Reg,0,60,RL,0,8,NridgHt,104,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,8,6.796823718274855,AllPub,196,2007,2007,2007
841,1614,0,0,3,1Fam,1178.0,0.0,1.0,0.0,436.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,878.0,3.0,7.3864708488298945,0,1,GasA,Ex,1Story,2302,1,Gd,Lvl,Gtl,9926,Inside,IR1,0,20,RL,0,5,NridgHt,38,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.3864708488298945,AllPub,100,2005,2006,2007
842,1721,0,0,3,1Fam,119.0,0.0,1.0,0.0,1602.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,554.0,2.0,7.450660796211539,0,1,GasA,Ex,1Story,2303,1,Gd,Lvl,Gtl,9254,Inside,IR1,0,20,RL,0,1,NridgHt,27,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.450660796211539,AllPub,168,2005,2005,2007
843,1298,530,0,3,1Fam,0.0,0.0,0.0,0.0,1298.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,876.0,3.0,7.510977752014095,1,1,GasA,Ex,2Story,2304,1,Gd,Lvl,Gtl,10732,Corner,IR1,0,60,RL,0,2,NridgHt,40,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,7,7.168579897264035,AllPub,0,2006,2007,2007
844,1302,0,0,1,Twnhs,866.0,0.0,1.0,0.0,436.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,1,Typ,631.0,2.0,7.171656822768514,1,1,GasA,Ex,1Story,2305,1,Gd,Lvl,Gtl,3901,Inside,Reg,0,120,RL,0,8,NridgHt,50,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,5,7.171656822768514,AllPub,110,2005,2006,2007
845,1302,0,0,1,Twnhs,1030.0,0.0,1.0,0.0,272.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,1,Typ,631.0,2.0,7.171656822768514,1,1,GasA,Ex,1Story,2306,1,Gd,Lvl,Gtl,3903,Inside,Reg,0,120,RL,0,5,NridgHt,50,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,7.171656822768514,AllPub,110,2005,2006,2007
846,1362,0,0,2,TwnhsE,762.0,0.0,1.0,0.0,600.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,460.0,2.0,7.216709486709457,0,1,GasA,Ex,1Story,2307,1,Gd,Lvl,Gtl,6289,Inside,IR1,0,120,RL,0,6,NridgHt,28,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.216709486709457,AllPub,192,2005,2006,2007
847,1554,0,0,2,Twnhs,24.0,0.0,0.0,0.0,1530.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,627.0,2.0,7.348587530927593,0,1,GasA,Ex,1Story,2308,1,Gd,Lvl,Gtl,4590,Inside,Reg,0,120,RL,0,5,NridgHt,73,5,8,Y,0,CompShg,Gable,Normal,CWD,0,Pave,6,7.348587530927593,AllPub,156,2006,2006,2007
848,1577,0,0,2,TwnhsE,848.0,0.0,1.0,0.0,729.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,1,PConc,2,Typ,564.0,2.0,7.3632795869630385,0,1,GasA,Ex,1Story,2309,1,Ex,Lvl,Gtl,7841,Inside,IR1,0,120,RL,0,5,NridgHt,39,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.3632795869630385,AllPub,203,2005,2005,2007
849,1324,0,0,2,TwnhsE,24.0,0.0,0.0,0.0,1300.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,1,PConc,2,Typ,550.0,2.0,7.188412736496954,0,1,GasA,Ex,1Story,2310,1,Gd,Lvl,Gtl,6240,Inside,Reg,0,120,RL,0,9,NridgHt,38,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,6,7.188412736496954,AllPub,0,2006,2006,2007
850,1405,0,0,2,TwnhsE,1000.0,0.0,1.0,0.0,405.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,Wd Shng,1,PConc,2,Typ,478.0,2.0,7.247792581767846,0,1,GasA,Ex,1Story,2311,1,Gd,Lvl,Gtl,3242,Inside,Reg,0,120,RL,0,3,NridgHt,36,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.247792581767846,AllPub,136,2003,2003,2007
851,768,728,0,3,1Fam,0.0,0.0,0.0,0.0,768.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,CBlock,3,Typ,572.0,2.0,7.310550158534422,0,1,GasA,Ex,2Story,2312,1,Gd,Lvl,Gtl,15810,Inside,IR1,0,60,RL,0,5,Gilbert,0,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,7,6.643789733147672,AllPub,100,2007,2007,2007
852,768,768,0,3,1Fam,0.0,0.0,0.0,0.0,768.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,400.0,2.0,7.336936913707618,1,1,GasA,Ex,2Story,2313,1,Gd,Lvl,Gtl,10237,Inside,Reg,0,60,RL,0,6,Gilbert,38,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.643789733147672,AllPub,100,2005,2006,2007
853,608,850,0,3,1Fam,0.0,0.0,0.0,0.0,608.0,Y,RRAn,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,2,Typ,454.0,2.0,7.284820912568604,0,1,GasA,Ex,2Story,2314,1,Gd,Lvl,Gtl,13204,Inside,IR1,0,60,RL,0,5,Gilbert,33,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,6.410174881966167,AllPub,100,2006,2007,2007
854,738,757,0,3,1Fam,0.0,0.0,0.0,0.0,738.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,440.0,2.0,7.3098814858247865,1,1,GasA,Ex,2Story,2315,1,Gd,Lvl,Gtl,8857,Inside,IR1,0,60,RL,0,3,Gilbert,30,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,7,6.6039438246004725,AllPub,100,2006,2006,2007
855,698,1048,0,3,1Fam,0.0,0.0,1.0,0.0,698.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,350.0,3.0,7.465082736399547,1,1,GasA,Ex,2Story,2316,1,Gd,Lvl,Gtl,9729,Inside,IR1,0,60,RL,0,6,Gilbert,34,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,6,6.548219102762372,AllPub,0,2006,2007,2007
856,1326,0,0,3,1Fam,918.0,0.0,1.0,0.0,408.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,2,Typ,388.0,2.0,7.189922170745808,0,1,GasA,Ex,1Story,2317,1,Gd,Lvl,Gtl,12216,Corner,IR1,0,20,RL,2000,6,Gilbert,23,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.189922170745808,AllPub,120,2005,2005,2007
857,752,752,0,3,1Fam,0.0,0.0,0.0,0.0,752.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,440.0,2.0,7.315883504509785,1,1,GasA,Ex,2Story,2318,1,Gd,Lvl,Gtl,8229,Inside,IR1,0,60,RL,0,12,Gilbert,32,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,6,6.62273632394984,AllPub,100,2007,2007,2007
858,728,728,0,3,1Fam,0.0,0.0,0.0,0.0,728.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,400.0,2.0,7.283448228756631,1,1,GasA,Ex,2Story,2319,1,Gd,Lvl,Gtl,7713,Inside,Reg,0,60,RL,0,7,Gilbert,24,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,7,6.590301048196686,AllPub,100,2007,2007,2007
859,1258,0,0,3,1Fam,0.0,0.0,0.0,0.0,1246.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,462.0,2.0,7.1372784372603855,0,1,GasA,Ex,1Story,2320,1,Gd,Lvl,Gtl,7697,Inside,Reg,0,20,RL,0,8,Gilbert,0,6,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,7.1276936993473985,AllPub,0,2007,2007,2007
860,1589,0,0,2,TwnhsE,1084.0,0.0,1.0,0.0,322.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,630.0,3.0,7.370860166536716,0,1,GasA,Ex,1Story,2321,1,Gd,Lvl,Gtl,3621,Inside,Reg,0,120,RL,0,11,Blmngtn,20,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,7.2485040723706105,AllPub,143,2003,2003,2007
861,1266,0,0,2,1Fam,0.0,0.0,0.0,0.0,1266.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,388.0,2.0,7.143617602704121,0,1,GasA,Ex,1Story,2322,1,Gd,Lvl,Gtl,3710,Inside,Reg,0,20,RL,0,8,Blmngtn,16,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,7.143617602704121,AllPub,100,2007,2007,2007
862,1119,0,0,2,1Fam,779.0,0.0,1.0,0.0,56.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,437.0,2.0,7.020190708311925,0,1,GasA,Ex,SLvl,2323,1,Gd,Lvl,Gtl,16219,Inside,IR2,0,80,RL,0,4,Gilbert,24,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.727431724850855,AllPub,100,2004,2005,2007
863,744,630,0,3,1Fam,192.0,0.0,1.0,0.0,192.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,400.0,2.0,7.2254814727822945,1,1,GasA,Ex,SLvl,2324,1,Gd,Lvl,Gtl,11084,Corner,IR1,0,80,RL,0,6,Gilbert,0,5,7,Y,0,CompShg,Gable,Family,WD,0,Pave,8,5.950642552587727,AllPub,100,2004,2004,2007
864,1525,0,0,3,1Fam,0.0,0.0,0.0,0.0,1510.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,534.0,2.0,7.329749689041512,1,1,GasA,Ex,1Story,2325,1,Gd,Lvl,Gtl,10936,Inside,IR1,0,20,RL,0,4,Gilbert,18,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,6,7.31986492980897,AllPub,100,2006,2006,2007
865,754,640,0,3,1Fam,0.0,0.0,0.0,0.0,384.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,400.0,2.0,7.2399325913204695,1,1,GasA,Ex,SLvl,2326,1,Gd,Lvl,Gtl,11950,Corner,IR1,0,80,RL,0,10,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,5.950642552587727,AllPub,100,2003,2003,2007
866,847,1101,0,4,1Fam,0.0,0.0,0.0,0.0,847.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,434.0,2.0,7.5745584842024805,1,1,GasA,Ex,2Story,2327,1,Gd,Lvl,Gtl,7875,Inside,Reg,0,60,RL,0,7,Gilbert,48,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.741700694652055,AllPub,0,2003,2003,2007
867,864,1131,0,4,1Fam,574.0,0.0,0.0,0.0,280.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,435.0,2.0,7.598399329323964,1,1,GasA,Ex,2Story,2328,1,Gd,Lvl,Gtl,8740,Inside,IR1,0,60,RL,0,7,Gilbert,48,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.74993119378857,AllPub,264,2002,2002,2007
868,940,750,0,3,1Fam,520.0,0.0,1.0,0.0,395.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,PConc,2,Typ,442.0,2.0,7.432483807917119,1,1,GasA,Ex,2Story,2329,1,TA,Lvl,Gtl,9487,Inside,IR1,0,60,RL,0,6,Gilbert,50,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.818924065275521,AllPub,0,2000,2000,2007
869,961,683,0,3,1Fam,0.0,0.0,0.0,0.0,941.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,PConc,2,Typ,460.0,2.0,7.404887575616125,1,1,GasA,Ex,2Story,2330,1,TA,Lvl,Gtl,9649,Inside,IR1,0,60,RL,0,5,Gilbert,42,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.846943139585379,AllPub,460,1999,2000,2007
870,1779,772,0,4,1Fam,1181.0,0.0,1.0,0.0,598.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,2,PConc,2,Typ,925.0,3.0,7.844240718141811,1,1,GasA,Ex,2Story,2331,1,Gd,Lvl,Gtl,12191,Inside,IR1,0,60,RL,0,6,NoRidge,61,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,7.483806687665835,AllPub,76,1997,1998,2007
871,1671,1407,0,4,1Fam,672.0,0.0,1.0,0.0,736.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,1,PConc,2,Typ,806.0,3.0,8.032035314398824,1,1,GasA,Ex,2Story,2332,1,Gd,Lvl,Gtl,10557,Inside,IR1,0,60,RL,0,7,NoRidge,87,5,9,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,7.249925536717988,AllPub,108,1998,1998,2007
872,1411,1171,0,4,1Fam,1048.0,0.0,1.0,0.0,341.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,758.0,3.0,7.856319571406588,1,1,GasA,Ex,2Story,2333,1,Gd,Lvl,Gtl,11002,Inside,IR1,0,60,RL,0,1,NoRidge,60,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,7.236339342754344,AllPub,286,1998,1999,2007
873,1108,1277,0,4,1Fam,0.0,0.0,0.0,0.0,1066.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,600.0,3.0,7.776954403322442,1,1,GasA,Ex,2Story,2334,1,Gd,Lvl,Gtl,10790,Inside,Reg,0,60,RL,0,5,NoRidge,38,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.97166860472579,AllPub,120,1998,1998,2007
